id,transaction_id,category_id,amount,percentage,belief_tag,chart_of_account_id,inserted_at,description,user_id
527d6c13-53ec-4468-a214-0d86fa250fb4,c772e914-9e10-41ea-9981-50547481c9a5,,2.34,100.00,,306a669c-6bd9-4b68-b7a1-7598dc3e5785,2025-12-03 20:52:33.135066+00,household items,d293575a-98b3-4287-b308-01a4f6299080
537939e9-ffcc-40e2-87ad-3b8f3ac3e7de,e48547a4-216c-4ddb-8bef-27edb0ca3299,,16.94,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:52:19.964411+00,,d293575a-98b3-4287-b308-01a4f6299080
5380feb3-748b-48b7-a01a-d0f4aaa62199,526e3915-79b7-4298-bfba-c9317b249419,,65.08,10.00,,5d9596b8-b071-4a2c-b578-76192a3c290e,2025-12-03 20:52:15.394435+00,,d293575a-98b3-4287-b308-01a4f6299080
558dc4d5-d800-42b5-b978-753c1996df2c,9c04ee45-05a5-4a36-8d8b-c1d4e3ec3c8d,,118.65,30.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:51:37.192423+00,,d293575a-98b3-4287-b308-01a4f6299080
589bd194-0721-426e-a5e7-7d034459b3d0,b99331ba-20f9-41c2-87e3-b3de6efd80e6,,9.87,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:51:39.581988+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
589bd52a-25c7-44d3-9cd7-8de79397a7a2,29b56824-eeac-4c69-b8d1-ab3f67fb683e,,1.45,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:51:46.068395+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
5a183763-4042-4d2e-a73f-14b2b7ace50c,1a1fbf5d-7ad7-4461-ab0e-ca5ad3c2563d,,7.46,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:51:42.022184+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
5aca4878-e62c-44c8-8dec-eac05c8abdd2,8a82d828-7769-4f9c-ae4a-ddf012d833e8,,118.65,30.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:41.079991+00,,d293575a-98b3-4287-b308-01a4f6299080
5b270b4e-0774-4107-981b-2bd707db101a,a7b8e697-d967-4e0c-842e-9d2660110c77,,73.45,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:51:49.045624+00,,d293575a-98b3-4287-b308-01a4f6299080
5c4bbada-0a77-4ba6-bb3e-440dccb98fe4,5cbf0c08-4448-4372-b660-1966900ab358,,29.81,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:01.361887+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
5c998a39-378f-42bd-a44b-4aa957fee8a7,f57b4239-f1a0-4afa-8950-f939119ad6a8,,36.14,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:05.507468+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
5e248deb-eab0-4a72-bc2e-0ce17c21ca8b,29b56824-eeac-4c69-b8d1-ab3f67fb683e,,5.80,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:51:45.938628+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
5e675e7b-7159-4c73-a0c6-f1433f4b193f,e48547a4-216c-4ddb-8bef-27edb0ca3299,,10.16,30.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:19.806276+00,,d293575a-98b3-4287-b308-01a4f6299080
6046f1a6-0813-4455-900b-df69bbb380d5,705ae694-ac90-4f28-b679-05ddd7638974,,5.67,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:51:50.213709+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
61b89b4f-ee9d-4deb-b98c-e70714be9a64,3bd6f830-54af-49e1-9646-c8634bcf8ff0,,8.81,30.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:51:32.181928+00,,d293575a-98b3-4287-b308-01a4f6299080
6230444f-4abf-4f81-a65a-0d67a63fe24f,54e90671-7059-4d46-b17d-2c2700b63dda,,4.52,10.00,,5d9596b8-b071-4a2c-b578-76192a3c290e,2025-12-03 20:52:30.609191+00,,d293575a-98b3-4287-b308-01a4f6299080
62d56fc8-7328-48c6-b436-6e510ff1899d,06f1cc77-c42d-43fe-b913-778954b40e32,,3.55,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:51:41.091987+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
64199ba4-8443-40ca-b77c-c4be4be049d6,cb062f92-8048-4b53-a756-1af54e16ba35,,30.31,30.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:07.945478+00,,d293575a-98b3-4287-b308-01a4f6299080
652f3dfa-c170-45b2-b6e4-afcfe6effdec,d7d85d96-613d-4ff9-9512-f0a91e05ba6c,,1.06,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:12.245678+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
65f24ceb-2033-4a1d-91dc-ec88806c59cc,2c2673b3-bbdf-4c77-9fe6-46448866d2c1,,84.48,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:21.482781+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
66005636-ed99-408d-a2ce-872f82cb1c7a,b84e0b7a-6583-4df3-8339-61319119294e,,23.54,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:51:54.638394+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
67d8290a-e573-4a86-915b-e41f1503fd35,250dab55-d7ad-4aea-a961-9b3e71c188d8,,5.64,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:07.158284+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
67ee72f4-1677-4317-bacf-5a745a52a0b0,3bd6f830-54af-49e1-9646-c8634bcf8ff0,,14.69,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:51:32.336632+00,,d293575a-98b3-4287-b308-01a4f6299080
6883aa6a-3df1-4d02-aa35-a44907a67ea0,5847e424-79a0-44a1-b333-ddf38d7d396f,,118.65,30.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:51:33.921643+00,,d293575a-98b3-4287-b308-01a4f6299080
68ce1c61-8be6-4b8c-8c95-a0c0ac6f495b,141674c2-69d5-427d-ae94-4b64dd278e00,,7.40,30.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:51:52.158617+00,,d293575a-98b3-4287-b308-01a4f6299080
69a5e488-213e-448c-891f-0d84424ab21b,513f0065-a45c-401c-a551-8cb447d8554f,,6.14,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:04.031481+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
6a060b17-9a15-4d3e-98b4-10c0c0b0a274,54e90671-7059-4d46-b17d-2c2700b63dda,,22.60,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:52:30.330799+00,,d293575a-98b3-4287-b308-01a4f6299080
6a258952-f485-412c-ae34-5ce78693710f,d7743e0c-6a6b-48ca-9294-e55a8a7456c4,,4.52,10.00,,5d9596b8-b071-4a2c-b578-76192a3c290e,2025-12-03 20:52:21.140906+00,,d293575a-98b3-4287-b308-01a4f6299080
6a6afb98-c01d-453f-9442-292e461a5bfd,9babfbb2-c0fd-4efc-8607-25e388c62c98,,28.85,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:02.762167+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
6afe1176-8136-4c87-b667-6a9c6390c345,ec7d7c83-3381-4f44-8357-a1a50367dcb1,,32.60,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:51:46.506524+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
6b4007d6-eda5-4cd1-a527-d247ca2f666e,98c4aec6-35b7-4259-99b5-fa2cdeb2dacd,,2.01,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:36.487678+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
6b64ee2f-f0bd-4490-9110-884d7508e0c2,828244d7-dfc3-4a68-a38b-a61b51c43b51,,10.79,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:37.305059+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
6be39c4d-1bf6-40c2-8d57-0e1d280592bc,722d051d-62e6-4965-8474-68f1be2eb019,,29.81,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:10.869485+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
6c674d03-c818-44ba-b3dc-ef4e71672c64,e0e857da-0c83-48f6-86f9-9535c7a3d3d3,,8.44,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:31.426048+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
6d044401-a108-4ecc-99fc-f8d51da47df3,922330bb-fd9f-4457-aa3b-49c97349e289,,271.20,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:52:17.653063+00,,d293575a-98b3-4287-b308-01a4f6299080
6d5865d2-45fc-4f5e-9a49-06f2328cab91,526e3915-79b7-4298-bfba-c9317b249419,,195.25,30.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:14.883972+00,,d293575a-98b3-4287-b308-01a4f6299080
6d94e604-4caf-46e8-8463-26689dec69a6,5bd13aaa-f456-4c25-802e-435b054ac436,,73.45,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:52:18.444419+00,,d293575a-98b3-4287-b308-01a4f6299080
6dbe5435-4123-4571-94ed-0e2b0ecb416d,0e7586c0-8fdd-4c31-a548-3d430e044b01,,10.33,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:05.990475+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
6f8d4a2c-646b-4fa9-8970-5ecb66b64034,c6b01319-15ca-40da-92d8-86477cf964d4,,2.94,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:51:35.88168+00,,d293575a-98b3-4287-b308-01a4f6299080
6f9cdf8f-17c4-4f02-86c6-9ddcfc47dbbb,0860d084-a40e-45b7-a508-24282625f196,,8.36,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:03.31362+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
706c2731-a101-4ce7-b41b-b82debbd0a65,94d632a1-9c52-4ec8-ba36-74154e46d7bd,,4.41,10.00,,5d9596b8-b071-4a2c-b578-76192a3c290e,2025-12-03 20:52:16.194941+00,,d293575a-98b3-4287-b308-01a4f6299080
7099d23d-bdcb-4cdc-80aa-4b181011afa3,828244d7-dfc3-4a68-a38b-a61b51c43b51,,2.70,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:37.443646+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
70ed6bf5-01fc-4438-af6a-0fe4b0700cb6,70c5fd2e-5cd1-4a99-9e91-101d2e962db4,,122.04,100.00,,306a669c-6bd9-4b68-b7a1-7598dc3e5785,2025-12-04 14:26:17.308154+00,,d293575a-98b3-4287-b308-01a4f6299080
711b9361-17a9-489d-9f5e-a4cdfac83240,0de127ad-b8c0-4af9-8d6a-bca3af0b7044,,8.10,10.00,,5d9596b8-b071-4a2c-b578-76192a3c290e,2025-12-03 20:52:26.347458+00,,d293575a-98b3-4287-b308-01a4f6299080
7166a767-b096-434b-baf4-6674d6c25ab1,5847e424-79a0-44a1-b333-ddf38d7d396f,,39.55,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:51:34.237763+00,,d293575a-98b3-4287-b308-01a4f6299080
7258d974-637f-421b-8b64-e17a525a4096,9c04ee45-05a5-4a36-8d8b-c1d4e3ec3c8d,,197.75,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:51:37.357+00,,d293575a-98b3-4287-b308-01a4f6299080
725f739d-9068-4770-949d-34f3453784ee,d7d85d96-613d-4ff9-9512-f0a91e05ba6c,,4.22,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:12.115586+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
72bdc09c-c458-47ee-8848-cdef71de23c7,47c25646-01d3-4297-a12e-d8a652efc8f5,,68.24,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:51:44.383307+00,,d293575a-98b3-4287-b308-01a4f6299080
73165e5f-f8f6-4c63-aa09-c08fea6e19f0,ab5ed0b3-7f59-46af-b5fd-38f73014b930,,9.56,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:52:11.654706+00,,d293575a-98b3-4287-b308-01a4f6299080
7419bc64-944f-47c4-b030-f1a58ab4e54d,d40076a8-ed85-47fe-9490-144768292760,,12.47,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:51:37.981517+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
7481fe9e-227e-4196-bbde-81f1ccbeb7fb,070452fc-5213-4cab-b711-89a606e5a938,,1.83,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:51:33.131861+00,,d293575a-98b3-4287-b308-01a4f6299080
74fd4eaa-92b5-4750-98ff-6701fe0007ee,dc25d3c4-234a-441f-8d0d-49edb959ff7f,,1.45,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:04.66416+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
751cdeed-0b75-442a-a4ec-7fff3e6cb480,8118f3c5-1bb4-49cf-b3e2-d32d98c5c40f,,1.48,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:32.012662+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
75bf2027-e55d-4553-8442-40e491db6f21,8a82d828-7769-4f9c-ae4a-ddf012d833e8,,39.55,10.00,,5d9596b8-b071-4a2c-b578-76192a3c290e,2025-12-03 20:52:41.537282+00,,d293575a-98b3-4287-b308-01a4f6299080
760cd51e-283a-49d6-b013-4ead64ebf2d3,9babfbb2-c0fd-4efc-8607-25e388c62c98,,7.21,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:02.89691+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
7613e6ad-99f3-4078-85ad-af39cf6cc8aa,223cb50a-c53c-4b53-9ad3-532ae2592e14,,10.99,10.00,,5d9596b8-b071-4a2c-b578-76192a3c290e,2025-12-03 20:52:42.37875+00,,d293575a-98b3-4287-b308-01a4f6299080
76eb4d28-d792-471d-9e01-9a6ef8b3e52f,bd6ad818-4ebd-4bd7-80ad-cc00f414ea2d,,5.76,100.00,,306a669c-6bd9-4b68-b7a1-7598dc3e5785,2025-12-04 14:26:01.15705+00,home improvements,d293575a-98b3-4287-b308-01a4f6299080
77b0190a-9c85-4308-950b-959470c37ef6,e5d2d87a-c4b9-47be-b4f1-3e63e50ffef7,,31.36,100.00,,306a669c-6bd9-4b68-b7a1-7598dc3e5785,2025-12-04 14:26:04.737192+00,,d293575a-98b3-4287-b308-01a4f6299080
77ce1d22-5e74-471b-a472-6347ef401b61,0e7586c0-8fdd-4c31-a548-3d430e044b01,,2.58,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:06.138907+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
79079ce6-6388-4802-adfb-19ff54e48b01,2f2356a7-a75a-4bf3-b9ee-c2b0712635ea,,45.19,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:51:55.297515+00,,d293575a-98b3-4287-b308-01a4f6299080
795cb170-11c3-43e3-a7c1-726868962ffd,531ca2e6-7f71-4648-81bb-e60206aa98ba,,162.72,30.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:14.030656+00,,d293575a-98b3-4287-b308-01a4f6299080
7a7419b3-b376-4fc2-a791-9cd56bed12df,922330bb-fd9f-4457-aa3b-49c97349e289,,162.72,30.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:17.514706+00,,d293575a-98b3-4287-b308-01a4f6299080
7ab72cd3-178f-4ebc-a4c5-48cb84d7f820,d1fbe1bb-628f-4fd2-8409-3903555915cb,,87.36,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:42.713554+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
7e74f51d-b560-4a4a-99bb-ce629489756b,6ea2b0b1-3e74-4e04-b5db-0fb977eb926c,,4.86,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:51:53.87797+00,,d293575a-98b3-4287-b308-01a4f6299080
7e843b31-9b0c-484d-a346-bc393a3b5e87,46406285-f46e-4011-8fd5-e690bedb3139,,107.99,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:51:34.900115+00,,d293575a-98b3-4287-b308-01a4f6299080
7eeef253-a822-490a-b506-434c8832c855,8886a26b-f61f-4c1a-ae92-5af107f4ea29,,21.66,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:08.76929+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
7fdef0c9-dc78-48fb-a84b-a9bb71aafeaa,223cb50a-c53c-4b53-9ad3-532ae2592e14,,32.97,30.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:41.971862+00,,d293575a-98b3-4287-b308-01a4f6299080
7fe579df-12aa-4e81-a1e0-bb6cabb0e9f6,fb636b3b-6047-45fd-ad60-3da9a8963597,,11.14,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:52:02.282143+00,,d293575a-98b3-4287-b308-01a4f6299080
8426dc14-75e1-4b1f-90eb-c56ed8e67351,ab5ed0b3-7f59-46af-b5fd-38f73014b930,,47.82,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:52:11.532568+00,,d293575a-98b3-4287-b308-01a4f6299080
84609447-d52f-442c-85bd-24de8afdfd8e,66241476-fb8a-4a67-9cea-e31cffae74d4,,62.14,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:52:23.396443+00,,d293575a-98b3-4287-b308-01a4f6299080
8499fc3e-0c82-4671-b35c-b8ac2ddee971,070452fc-5213-4cab-b711-89a606e5a938,,0.37,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:51:33.28818+00,,d293575a-98b3-4287-b308-01a4f6299080
84c0fd7c-1db9-4f5c-a6e6-604bff7873ba,06f1cc77-c42d-43fe-b913-778954b40e32,,14.19,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:51:40.947067+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
85df9d34-f826-4ce1-8c0c-addbec248a31,513f0065-a45c-401c-a551-8cb447d8554f,,1.54,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:04.175961+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
867cfb08-b59d-4348-a60e-416ed601e043,a655396a-b1b0-48ed-96b3-353cc884d180,,6.15,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:37:31.819196+00,household,d293575a-98b3-4287-b308-01a4f6299080
87ac0191-2570-45db-8000-c0ded203b631,c6b01319-15ca-40da-92d8-86477cf964d4,,14.69,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:51:35.742368+00,,d293575a-98b3-4287-b308-01a4f6299080
8811796f-d279-4009-acd2-282ea8590b95,fb636b3b-6047-45fd-ad60-3da9a8963597,,33.43,30.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:01.957215+00,,d293575a-98b3-4287-b308-01a4f6299080
887b77a5-0f0d-4e20-b1d3-214735416849,f4a3b9b9-5f5e-4a91-845d-ed1cfc880d55,,114.49,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:52:28.835389+00,,d293575a-98b3-4287-b308-01a4f6299080
88a66096-6eec-44ee-b1da-d00f1779d812,d14e9730-8951-4067-a8e0-590aa812e764,,5.00,10.00,,5d9596b8-b071-4a2c-b578-76192a3c290e,2025-12-03 20:52:27.102973+00,,d293575a-98b3-4287-b308-01a4f6299080
88e831a2-e5d0-4088-b5e0-6ceb367cccb7,08105421-0d16-4ae6-8f5d-2865c57b3adc,,4.52,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:51:56.131384+00,,d293575a-98b3-4287-b308-01a4f6299080
8988b7c0-92a8-41b1-abba-e72f62a63513,296361d6-b68d-4a68-8f84-82e019a17af0,,32.88,30.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:38.267003+00,,d293575a-98b3-4287-b308-01a4f6299080
8a1b5d50-43e0-45cc-8fe2-6e99a909cdbd,f57b4239-f1a0-4afa-8950-f939119ad6a8,,9.04,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:05.660504+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
8a99801d-61ce-4899-9279-0c9527c713f7,7af2d100-111f-4c25-b707-79ff45469947,,7.30,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:52:29.711999+00,,d293575a-98b3-4287-b308-01a4f6299080
8aed4600-c860-4daf-bac3-40175ba007bd,dda6d19c-f83f-477a-8784-7c25231c7d32,,50.85,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:51:48.381358+00,,d293575a-98b3-4287-b308-01a4f6299080
8b9a07db-b355-41cb-a73f-10f86d19868f,f4a3b9b9-5f5e-4a91-845d-ed1cfc880d55,,68.69,30.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:28.698396+00,,d293575a-98b3-4287-b308-01a4f6299080
8c860897-7661-462e-a8d3-549b1d2d5796,dc25d3c4-234a-441f-8d0d-49edb959ff7f,,5.80,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:04.525778+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
8d1b50b8-b6ab-4b33-bd62-4bedecd3698d,5ee50922-dc57-48e5-a9eb-025ab7819398,,27.30,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:51:58.113481+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
8dc0a03e-f2fe-41c7-9de4-528efa4ee33f,4764b166-7ae9-4719-a41f-585ffc97db64,,108.83,30.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:24.056445+00,,d293575a-98b3-4287-b308-01a4f6299080
8fc4b5a9-ee4b-4f28-9d8e-148b05f4e235,41c08fec-a32a-4d54-8af0-5d3b2cc40ab3,,1.83,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:51:36.50699+00,,d293575a-98b3-4287-b308-01a4f6299080
90c5ab89-5255-444d-a932-5f123526719d,d14e9730-8951-4067-a8e0-590aa812e764,,5.00,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:52:26.96051+00,,d293575a-98b3-4287-b308-01a4f6299080
90c695c3-d5e3-4209-be28-a4b8b783aa3c,033764d2-b5fb-4778-9961-8d60021a86eb,,22.19,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:37.912201+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
91744a3c-5bcd-42a5-a702-1708725f0a35,d7743e0c-6a6b-48ca-9294-e55a8a7456c4,,4.52,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:52:20.985232+00,,d293575a-98b3-4287-b308-01a4f6299080
93df4f35-9308-4d05-b768-1c3fbc093f0f,b5fe4e8a-b8b6-4235-99b9-41c3ca3f80a0,,22.58,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:09.825426+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
94d0fdac-fa1a-4ee4-84c9-8e01ff254922,1a1fbf5d-7ad7-4461-ab0e-ca5ad3c2563d,,29.82,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:51:41.87855+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
959203d7-cb28-4163-a0bf-427b2b862abc,070452fc-5213-4cab-b711-89a606e5a938,,1.10,30.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:51:32.973901+00,,d293575a-98b3-4287-b308-01a4f6299080
9ad0fa09-dcd4-4e5e-8227-d5e3eba932aa,0de127ad-b8c0-4af9-8d6a-bca3af0b7044,,40.49,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:52:26.03878+00,,d293575a-98b3-4287-b308-01a4f6299080
9ae1cfc6-eb0a-4c9b-9143-31bb6b628efd,a407edfc-bcd7-4717-97be-29711f4f7377,,49.80,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:16.73122+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
9b0b5da4-c22f-453c-8a90-28470ffe4014,a9968307-7d1b-41f2-bd40-f7316daf3dcd,,4.57,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:40.742336+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
9b546e98-7e2d-4066-bfef-e1028fe80c5a,70d1adaa-232a-4d80-9f2e-5f3e9e1c0616,,11.25,100.00,,306a669c-6bd9-4b68-b7a1-7598dc3e5785,2025-12-03 21:01:34.44364+00,home improvements,d293575a-98b3-4287-b308-01a4f6299080
9b5faacd-db71-442e-a182-d6e29720ff3d,526e3915-79b7-4298-bfba-c9317b249419,,325.42,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:52:15.032109+00,,d293575a-98b3-4287-b308-01a4f6299080
9bdb1790-1677-4cea-9667-5007071e6e65,a9968307-7d1b-41f2-bd40-f7316daf3dcd,,18.27,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:40.592827+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
9c3de87c-3c06-42fd-8e87-b4b3a3af7cb1,6ea2b0b1-3e74-4e04-b5db-0fb977eb926c,,24.29,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:51:53.73859+00,,d293575a-98b3-4287-b308-01a4f6299080
9d42c312-c3ce-4a13-b4f7-a5a09bf27bb8,851e3c17-9d6f-4134-8120-2fedf82bace4,,19.21,100.00,,306a669c-6bd9-4b68-b7a1-7598dc3e5785,2025-12-04 14:26:19.480623+00,,d293575a-98b3-4287-b308-01a4f6299080
9ef7bbca-5841-420d-96b2-be88d4729155,704bfeef-dfde-4bca-bd39-7916083fa7a7,,15.34,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:51:47.00246+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
